Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JE,GB,XX,1,,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JO,DE,JO,,10,ivory carvings,,Q,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,AT,XX,,3,ivory carvings,sets,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,AT,XX,7,1,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,AT,XX,,1,ivory pieces,,Q,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,AT,XX,,2,ivory pieces,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,DE,KE,,400,ivory carvings,g,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,DE,KE,1,,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,DE,XX,,2,ivory carvings,pairs,Q,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,DE,XX,,2,ivory carvings,sets,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,DE,XX,,76,ivory carvings,sets,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,DE,XX,1,,ivory carvings,,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,DE,XX,2,,ivory carvings,,Q,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,DE,XX,72,,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,DE,XX,,3,ivory pieces,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,FR,XX,1,1,ivory carvings,,Q,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,FR,XX,2,,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,GB,XX,,2,ivory carvings,,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,GB,XX,4,3,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,GB,XX,,1,ivory carvings,,T,U
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,IT,XX,6,,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,IT,XX,,6,ivory pieces,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,SN,,2,,ivory carvings,,Q,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,US,XX,,1,ivory carvings,sets,P,U
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,US,XX,8,8,ivory carvings,,E,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,US,XX,3,,ivory carvings,,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,US,XX,,2,ivory carvings,,P,U
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,US,XX,6,2,ivory carvings,,Q,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,US,XX,65,64,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,ZA,MW,2,,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KR,DE,ZA,,1,ivory carvings,sets,P,W
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KR,FR,XX,,2,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KR,GB,XX,,4,ivory carvings,,Q,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KR,HK,XX,1,,ivory pieces,,Q,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KW,GB,XX,,23,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,LB,CI,,,9.95,ivory pieces,kg,P,W
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,LI,AT,XX,,1,ivory pieces,,E,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MA,FR,CF,,9,ivory pieces,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MA,GB,XX,,260,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MC,DE,NG,,1,ivory carvings,,Q,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MC,DE,SL,,1,ivory carvings,,Q,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MC,DE,XX,,2,ivory carvings,,Q,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MC,DE,XX,2,,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MC,DK,NG,,5,ivory carvings,,Q,W
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MC,DK,NG,5,,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MC,DK,SL,,2,ivory carvings,,Q,W
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MC,DK,SL,2,,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MC,DK,XX,,1,ivory carvings,,Q,W
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MC,DK,XX,1,,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MO,CA,XX,3,,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MO,CA,XX,1,,ivory carvings,,T,W
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,DE,XX,,1,ivory carvings,sets,P,W
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,ES,XX,4,,ivory carvings,,Q,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NC,FR,XX,5,,ivory carvings,,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NC,FR,XX,2,,ivory carvings,,P,W
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NL,AR,,,1,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NL,CH,XX,,1,ivory carvings,,,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NL,US,XX,,3,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NO,DE,XX,1,,ivory carvings,sets,P,W
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NO,DE,XX,,1,ivory carvings,,P,W
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,AU,XX,,17,ivory carvings,,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,AU,XX,1,,ivory carvings,,P,W
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,AU,XX,,5,ivory carvings,,Q,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,CA,XX,,6,ivory carvings,,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,CH,XX,,3,ivory carvings,,,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,CN,XX,9,,ivory pieces,,P,W
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,FR,ZM,,9,ivory carvings,,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,GB,KE,,1,ivory carvings,,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,GB,XX,,94,ivory carvings,,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,GB,XX,73,,ivory carvings,,P,W
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,GB,XX,60,,ivory pieces,,P,W
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,IN,XX,1,,ivory pieces,,,I
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,NZ,XX,,1,ivory pieces,,P,W
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,RO,ZM,,3,ivory carvings,pairs,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,RO,ZM,,10,ivory carvings,,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,RO,ZM,,6,ivory pieces,,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,SO,,1,,ivory pieces,,,I
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,US,XX,,1,ivory carvings,,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,US,XX,1,,ivory pieces,,,I
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZW,,2,,ivory carvings,,,I
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PL,AR,,,2,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,AO,,0.73,,ivory carvings,kg,,I
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,AO,,12,,ivory carvings,,,I
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,CD,,2,,ivory carvings,,,I
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,CN,XX,1,,ivory carvings,,,I
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,CU,XX,9,,ivory carvings,,,I
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,MZ,,74,,ivory carvings,,,I
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,TH,XX,5,,ivory carvings,kg,,I
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,US,XX,,2,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,XX,,10,,ivory carvings,,,I
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,QA,GB,XX,,1,ivory carvings,,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,QA,GB,XX,,1,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RO,US,XX,,25,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RO,US,XX,25,,ivory carvings,,T,U
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,GB,XX,,1,ivory carvings,,P,U
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,GB,XX,,19,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SG,AU,XX,1,,ivory carvings,,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SG,AU,XX,,1,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SG,GB,XX,,1,ivory carvings,,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TR,ES,XX,,1,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TR,GB,XX,,8,ivory carvings,,Q,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TR,US,XX,,5,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TW,CA,XX,,1,ivory carvings,,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,AR,XX,4,,ivory carvings,,P,I
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,AR,XX,3,,ivory carvings,,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,AR,ZA,1,,ivory carvings,,P,I
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,AR,,,7,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,AT,XX,55,30,ivory carvings,sets,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,AT,XX,1,,ivory carvings,,P,U
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,AT,XX,34,3,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,AU,XX,,1,ivory carvings,,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,AU,XX,2,3,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,BB,XX,1,,ivory carvings,,P,U
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,BE,CD,1,1,ivory carvings,,E,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,BE,CD,1,2,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,BE,CG,1,,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,BE,XX,,1,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,BE,ZA,1,,ivory carvings,,P,W
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,BI,,1,,ivory carvings,,P,I
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CA,CG,15,,ivory carvings,,E,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CA,NG,2,,ivory carvings,,E,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CA,XX,2,,ivory carvings,sets,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CA,XX,1,,ivory carvings,sets,P,W
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CA,XX,1,,ivory carvings,sets,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CA,XX,1,,ivory carvings,,E,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CA,XX,,3,ivory carvings,,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CA,XX,,52,ivory carvings,,P,U
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CA,XX,3,,ivory carvings,,P,W
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CA,XX,201,230,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CA,XX,,1,ivory pieces,,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CA,XX,104,,ivory pieces,,P,W
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CA,XX,,1,ivory pieces,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CA,ZA,3,,ivory pieces,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CA,ZW,,1,ivory carvings,,H,W
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CH,XX,,5,ivory carvings,,,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CM,,3,,ivory carvings,,P,I
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CM,,1,,ivory carvings,,P,W
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,DE,XX,,7,ivory carvings,sets,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,DE,XX,1,,ivory carvings,sets,P,W
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,DE,XX,1,1,ivory carvings,sets,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,DE,XX,1,29,ivory carvings,,E,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,DE,XX,27,24,ivory carvings,,Q,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,DE,XX,13,16,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,DE,XX,29,,ivory pieces,,E,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,DE,ZA,1,,ivory carvings,,E,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,CM,1,1,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,TZ,1,,ivory carvings,,P,I
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,XX,,7,ivory carvings,kg,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,XX,3,,ivory carvings,,E,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,XX,4,,ivory carvings,,P,I
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,XX,1,6,ivory carvings,,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,XX,,4,ivory carvings,,Q,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,XX,5,18,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,XX,,2,ivory carvings,,T,U
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,XX,2,,ivory pieces,,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,XX,1,,ivory pieces,,Q,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,XX,1,,ivory pieces,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,ZA,1,,ivory carvings,kg,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,ZA,,10,ivory carvings,kg,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,ZA,1,,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,AO,4,,ivory carvings,,P,W
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,,9,ivory carvings,kg,T,U
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,4,,ivory carvings,sets,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,2,,ivory carvings,sets,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,4,,ivory carvings,,P,I
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,6461,2,ivory carvings,,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,391,764,ivory carvings,,P,U
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,3,,ivory carvings,,Q,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,,66,ivory carvings,,Q,U
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,,9,ivory carvings,,S,U
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,3,,ivory carvings,,T,I
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,3955,3,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,,4541,ivory carvings,,T,U
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,1,,ivory pieces,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,ZA,1,,ivory carvings,sets,E,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,ZA,10,,ivory carvings,,E,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,ZA,1,,ivory carvings,,P,U
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,ZA,1,,ivory carvings,,P,W
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,ZA,2,,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,,,1,ivory carvings,,P,U
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,,,1,ivory carvings,,T,U
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GH,XX,2,,ivory carvings,,P,W
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GH,,3,,ivory carvings,,P,W
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GH,,13,,ivory carvings,,T,I
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GR,XX,1,,ivory carvings,,Q,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,XX,2,,ivory carvings,,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,XX,3,,ivory carvings,,T,I
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,HK,XX,,2,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,IL,XX,1,,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,IT,XX,,53.3,ivory carvings,kg,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,IT,XX,,4,ivory carvings,kg,T,U
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,IT,XX,1,,ivory carvings,sets,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,IT,XX,8,,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,IT,XX,,120,ivory carvings,,T,U
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,JP,XX,,1,ivory carvings,,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,JP,XX,141,171,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,JP,XX,,2,ivory pieces,,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,KE,,6,,ivory carvings,,P,U
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,KE,,2,,ivory pieces,,T,I
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,LU,CD,,1,ivory pieces,,,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,MA,XX,42,,ivory carvings,,T,I
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,MW,,18,,ivory carvings,,P,W
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,MZ,,17,,ivory carvings,,P,I
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,MZ,,6,,ivory carvings,,P,W
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,NG,XX,2,,ivory carvings,,P,I
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,NG,,59,,ivory carvings,,P,I
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,NG,,26,,ivory carvings,,T,I
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,NL,XX,6,,ivory carvings,,T,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,NZ,XX,,56,ivory carvings,,P,W
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,PH,CD,1,,ivory carvings,,P,W
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,PH,XX,1,,ivory carvings,,P,I
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,PH,XX,186,,ivory carvings,,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,PT,AO,,1,ivory pieces,,P,O
2005,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,RW,,2,,ivory carvings,,P,I
